Visit #,Start Time,End Time,Ship,Length Of Stay,Ship Type,Cargo Type Name,Visit Shipping Line Name,Stevedore,GT,LOA,Arrival Berth Name,Arrival Berth Code,Departure Berth Name,Departure Berth Code
PEV-18-001445,4/20/18 10:40,4/21/18 15:20,ROTHORN,1d5h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",12029,515.5107,33C,33C,32,32
PEV-18-001088,4/21/18 9:00,4/21/18 13:35,JSP AMIHAN,5h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",9996,456.6168,32,32,32,32
PEV-18-001446,4/20/18 7:35,4/21/18 13:25,MELBOURNE STRAIT,1d6h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",21018,589.4316,33A,33A,33A,33A
PEV-18-000968,4/20/18 21:45,4/21/18 8:05,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001195,4/20/18 2:40,4/21/18 6:50,MSC TORONTO,1d4h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",89954,1065.6688,31,31,31,31
PEV-18-001380,4/20/18 10:10,4/21/18 0:50,MONTE ACONCAGUA,15h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",69132,892.432,30,30,30,30
PEV-18-001424,4/19/18 10:45,4/21/18 0:35,TUCANA J,1d14h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,32,32
PEV-18-001364,4/19/18 18:05,4/21/18 0:20,OVERSEAS NIKISKI,1d6h,TANKER,PETROLEUM,OSG Ship Management,Valero Marketing & Supply Co.,29242,601.0792,13,13,13,13
PEV-18-001443,4/20/18 8:10,4/20/18 23:45,HOHEBANK,16h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9996,456.3871,17,17,17,17
PEV-18-001460,4/18/18 17:10,4/20/18 19:35,WARNOW WHALE,2d2h,CONTAINER SHIP,CONTAINER,Solymar/Agriex Line,Portus-PEV LLC,15375,545.1381,29,29,29,29
PEV-18-001482,4/20/18 7:50,4/20/18 19:00,GRAND EXPRESS,11h,LANDING CRAFT,CONTAINER,Seacor Marine Inc.,SEACOR Island Lines LLC,1671,256.2461,16,16,16,16
PEV-18-001472,4/20/18 8:20,4/20/18 17:55,VI-NAIS,10h,GENERAL CARGO,GENERAL CARGO,COASTLINE SHIPLINE LIMITED,"Host Terminals, LLC",487,190.0355,18,18,18,18
PEV-18-001206,4/20/18 7:00,4/20/18 17:00,SERENADE OF THE SEAS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,90090,961.9892,19,19,19,19
PEV-18-001208,4/20/18 6:15,4/20/18 15:55,CORAL PRINCESS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",91627,964.614,02,2,02,2
PEV-18-001349,4/19/18 1:05,4/20/18 9:10,TUG CORPUS CHRISTI,1d8h,TUG,PETROLEUM,"US Shipping Vessel Management, Inc",Valero Marketing & Supply Co.,1348,150.0467,09,9,09,9
PEV-18-001350,4/19/18 1:05,4/20/18 9:10,BARGE PETROCHEM SUPPLIER,1d8h,TANK BARGE,PETROLEUM,"US Shipping Vessel Management, Inc",Valero Marketing & Supply Co.,10884,521.7446,09,9,09,9
PEV-18-000967,4/19/18 21:40,4/20/18 7:55,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001379,4/19/18 22:15,4/20/18 7:45,ELISABETH-S.,10h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",40541,856.6691,30,30,30,30
PEV-18-001430,4/18/18 5:00,4/20/18 3:55,AS FIORELLA,1d23h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,33A,33A,32,32
PEV-18-001441,4/17/18 16:05,4/19/18 23:35,CHARLOTTE,2d8h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",2035,297.2586,32,32,31,31
PEV-18-001481,4/19/18 8:50,4/19/18 22:00,CARIBE MARINER,13h,CONTAINER SHIP,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2899,325.7049,17,17,17,17
PEV-18-001323,4/18/18 14:05,4/19/18 18:10,WEST VIRGINIA,1d4h,TANKER,PETROLEUM,Nordsud Shipping,Marathon Petroleum Company LP,29801,601.4401,07,7,07,7
PEV-18-001304,4/18/18 20:20,4/19/18 17:35,CARIBE NAVIGATOR,21h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2996,327.9359,16,16,16,16
PEV-18-001363,4/18/18 1:20,4/19/18 16:05,TEXAS VOYAGER,1d15h,TANKER,GASOLINE,Chevron USA,Chevron USA,29923,610.266,13,13,13,13
PEV-18-001442,4/18/18 7:40,4/19/18 16:00,VEGA LUNA,1d8h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9940,485.1615,17,17,31,31
PEV-18-001434,4/18/18 7:55,4/19/18 12:00,LINDA D,1d4h,LANDING CRAFT,CONTAINER,Seacor Marine Inc.,SEACOR Island Lines LLC,1092,209.3278,16,16,11,11
PEV-18-000966,4/17/18 21:35,4/19/18 7:55,JAUME I,1d10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001432,4/18/18 16:20,4/19/18 5:15,DENEB J,13h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8280,458.0276,33A,33A,33A,33A
PEV-18-001425,4/18/18 7:30,4/19/18 5:05,PAVO J,22h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,32,32,32,32
PEV-18-001457,4/18/18 1:50,4/19/18 1:50,BARGE EMI 1151,1d,CEMENT CARRIER,SLAG,LEHIGH CEMENT COMPANY,Lehigh Cement,3631,360,14,14,14,14
PEV-18-001181,4/18/18 19:20,4/19/18 0:30,MAERSK WILMINGTON,5h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",17280,564.2992,30,30,30,30
PEV-18-001456,4/18/18 1:50,4/19/18 0:15,TUG DUTY,22h,TUG,SLAG,LEHIGH CEMENT COMPANY,Lehigh Cement,332,102.0391,14,14,14,14
PEV-18-001375,4/16/18 22:40,4/18/18 23:35,GARDEN STATE,2d1h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",29923,610.266,09,9,09,9
PEV-18-001289,4/18/18 18:50,4/18/18 22:30,ALLEGRO,4h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,32,32,32,32
PEV-18-001452,4/18/18 17:25,4/18/18 22:15,CAPE MAIL,5h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,858,218.0224,18,18,18,18
PEV-18-001459,4/18/18 15:45,4/18/18 20:25,TUG DADE,5h,TUG,DIESEL,"Kirby Inland Marine, LP","TransMontaigne Product Services, Inc.",278,99.9721,03,3,03,3
PEV-18-001458,4/18/18 15:45,4/18/18 20:25,BARGE #405,5h,TANK BARGE,DIESEL,"Kirby Inland Marine, LP","TransMontaigne Product Services, Inc.",2113,263.3,03,3,03,3
PEV-18-001023,4/18/18 5:50,4/18/18 17:50,EURODAM,12h,PASSENGER SHIP,CRUISE - MULTI-DAY,Holland America Line,"Florida Stevedoring, Inc.",86273,936.4958,19,19,19,19
PEV-18-001185,4/18/18 6:30,4/18/18 17:15,MAERSK MONTANA,11h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",50686,958.3145,31,31,31,31
PEV-18-001040,4/18/18 7:05,4/18/18 17:05,VEENDAM,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,Holland America Line,"Florida Stevedoring, Inc.",57092,719.228,21,21,21,21
PEV-18-001440,4/18/18 4:25,4/18/18 15:10,PLANET V,11h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",4984,381.9084,30,30,30,30
PEV-18-001451,4/18/18 8:15,4/18/18 14:45,FIESTA MAIL,7h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,2485,225.175,18,18,18,18
PEV-18-001423,4/16/18 18:30,4/18/18 12:40,TEXAS,1d18h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.",ExxonMobil Oil Corporation,29801,601.4401,07,7,07,7
PEV-18-001444,4/17/18 14:40,4/18/18 0:05,ROTHORN,9h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",12029,515.5107,31,31,31,31
PEV-18-001376,4/16/18 1:05,4/17/18 23:10,UACC EAGLE,1d22h,TANKER,JET FUEL,Straits Tankers PTE LTD,Valero Marketing & Supply Co.,42010,750.0366,13,13,13,13
PEV-18-001306,4/17/18 7:25,4/17/18 22:50,CARIBE MARINER,15h,CONTAINER SHIP,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2899,325.7049,17,17,17,17
PEV-18-001171,4/12/18 10:55,4/17/18 22:20,WESTERN BOHEME,5d11h,BULK CARRIER,CEMENT,Oldendorff Carriers,Lehigh Cement,22668,613.547,14,14,14,14
PEV-18-001431,4/17/18 12:20,4/17/18 22:05,VEGA SACHSEN,10h,GENERAL CARGO,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",9957,484.9646,33A,33A,33A,33A
PEV-18-001357,4/14/18 2:40,4/17/18 22:00,JOHANNA C,3d19h,GENERAL CARGO,CEMENT,Cemex Construction Materials Florida LLC,Cemex Construction Materials Florida LLC,9530,452.9749,15,15,15,15
PEV-18-001111,4/16/18 5:10,4/17/18 19:15,SUZUKA EXPRESS,1d14h,VEHICLES CARRIER,AUTOMOBILES,Hoegh Autoliners,Logistec Stevedoring Inc.,43810,590.58,29,29,29,29
PEV-18-001179,4/17/18 0:20,4/17/18 10:30,MAERSK WEYMOUTH,10h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",18123,574.5031,30,30,30,30
PEV-18-000965,4/15/18 22:20,4/17/18 8:15,JAUME I,1d10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001447,4/16/18 15:45,4/16/18 21:45,AGENA,6h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",2528,284.0034,31,31,31,31
PEV-18-001421,4/15/18 4:00,4/16/18 21:05,HTC DELTA,1d17h,BULK CARRIER,STEEL,Bulk Atlantic,Portus-PEV LLC,32987,623.3572,05,5,05,5
PEV-18-001345,4/14/18 21:15,4/16/18 20:45,TUG TINA PYNE,1d23h,TUG,PETROLEUM,Kirby Offshore Marine,"Transmontaigne Product Services, Inc.",1180,135.9974,09,9,09,9
PEV-18-001346,4/14/18 21:15,4/16/18 20:45,BARGE KIRBY 185-02,1d23h,TANK BARGE,PETROLEUM,Kirby Offshore Marine,"Transmontaigne Product Services, Inc.",11647,578,09,9,09,9
PEV-18-001381,4/16/18 7:05,4/16/18 19:10,LIMARI,12h,CONTAINER SHIP,CONTAINER,Hapag Lloyd,"Florida International Terminal, LLC",42382,878.3237,30,30,30,30
PEV-18-001292,4/16/18 10:15,4/16/18 17:40,ALLEGRO,7h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,33A,33A,33A,33A
PEV-18-001204,4/16/18 6:10,4/16/18 16:45,ROYAL PRINCESS,11h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",142714,1082.73,02,2,02,2
PEV-18-001303,4/15/18 20:05,4/16/18 16:20,VANTAGE,20h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-001385,4/14/18 21:00,4/16/18 11:40,BARGE RTC 101,1d15h,BARGE CARRIER,ETHANOL,Reinauer Transportation,"Motiva Enterprises, LLC",6220,409.3,13,13,07,7
PEV-18-001386,4/14/18 21:00,4/16/18 11:40,TUG MORGAN REINAUER,1d15h,TUG,ETHANOL,Reinauer Transportation,"Motiva Enterprises, LLC",184,0,13,13,07,7
PEV-18-001194,4/15/18 19:25,4/16/18 10:50,MSC LUDOVICA,15h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",75590,984.3,32,32,32,32
PEV-18-001433,4/14/18 16:15,4/16/18 8:15,BARGE 455-4,1d16h,GENERAL CARGO BARGE,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",7913,400.0195,33C,33C,33A,33A
PEV-18-001428,4/14/18 16:15,4/16/18 8:15,TUG MONITOR,1d16h,TUG,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",538,0,33C,33C,33A,33A
PEV-18-001439,4/15/18 22:05,4/16/18 5:20,PLANET V,7h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",4984,381.9084,30,30,30,30
PEV-18-001377,4/15/18 4:55,4/15/18 23:05,HOEGH SYDNEY,18h,VEHICLES CARRIER,AUTOMOBILES,Hoegh Autoliners,Logistec Stevedoring Inc.,51731,590.2519,19,19,19,19
PEV-18-001372,4/14/18 13:50,4/15/18 22:15,BARGE BOUCHARD 270,1d8h,TANK BARGE,PETROLEUM,"Bouchard Transportation Co., Inc.","TransMontaigne Product Services, Inc.",19547,628,07,7,07,7
PEV-18-001371,4/14/18 13:50,4/15/18 22:15,TUG KIM M. BOUCHARD,1d8h,TUG,PETROLEUM,"Bouchard Transportation Co., Inc.",TransMontaigne Operating Company L.P.,1763,150.0073,07,7,07,7
PEV-18-001180,4/15/18 7:40,4/15/18 18:40,MARGARETE SCHULTE,11h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",26671,689.01,30,30,30,30
PEV-18-001190,4/15/18 3:20,4/15/18 17:05,JACOB,14h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",21971,645.7992,32,32,32,32
PEV-18-001020,4/15/18 6:40,4/15/18 16:45,CELEBRITY SILHOUETTE,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,Celebrity Cruises,Eller-I.T.O. Stevedoring Company L.L.C.,122210,1033.515,29,29,29,29
PEV-18-001012,4/15/18 5:35,4/15/18 16:30,ALLURE OF THE SEAS,11h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,225282,1181.16,18,18,18,18
PEV-18-001026,4/15/18 6:10,4/15/18 16:25,REGAL PRINCESS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",142714,1082.73,02,2,02,2
PEV-18-001427,4/14/18 21:50,4/15/18 10:25,K-BREEZE,13h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-000964,4/14/18 22:10,4/15/18 8:00,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001382,4/14/18 19:50,4/15/18 1:40,DOLE ECUADOR,6h,CONTAINER SHIP,CONTAINER,Dole Fresh Fruit International LTD.,"Sun Terminals, Inc.",16488,586.8069,30,30,30,30
PEV-18-001426,4/14/18 10:00,4/14/18 20:20,PEGASUS J,10h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8273,458.0276,32,32,32,32
PEV-18-001359,4/13/18 18:55,4/14/18 19:30,TUG GRACIE M. REINAUER,1d1h,TUG,GASOLINE,Reinauer Transportation,ExxonMobil Oil Corporation,634,116.9217,09,9,09,9
PEV-18-001360,4/13/18 18:55,4/14/18 19:30,BARGE RTC 109,1d1h,TANK BARGE,GASOLINE,Reinauer Transportation,ExxonMobil Oil Corporation,6115,413,09,9,09,9
PEV-18-001210,4/14/18 6:20,4/14/18 18:35,ZAANDAM,12h,PASSENGER SHIP,CRUISE - MULTI-DAY,Holland America Line,"Florida Stevedoring, Inc.",60906,777.6001,19,19,19,19
PEV-18-001142,4/14/18 7:20,4/14/18 18:15,NIEUW AMSTERDAM,11h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Holland America Line-Westours, Inc.","Florida Stevedoring, Inc.",86273,936.0693,21,21,21,21
PEV-18-001148,4/14/18 6:00,4/14/18 17:40,FREEDOM OF THE SEAS,12h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,154407,1111.5044,29,29,29,29
PEV-18-001138,4/14/18 6:25,4/14/18 16:40,HARMONY OF THE SEAS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,226963,1188.1157,18,18,18,18
PEV-18-001144,4/14/18 6:35,4/14/18 16:25,CARNIVAL CONQUEST,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,Carnival Corporation,"Florida Stevedoring, Inc.",110239,952.1462,04,4,04,4
PEV-18-001369,4/13/18 5:00,4/14/18 13:35,FS IPANEMA,1d9h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",21018,589.5629,33A,33A,33A,33A
PEV-18-001287,4/14/18 7:45,4/14/18 12:00,ALLEGRO,4h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,32,32,32,32
PEV-18-001416,4/13/18 19:50,4/14/18 8:30,REGULA,13h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",7219,435.3887,30,30,30,30
PEV-18-000963,4/13/18 22:00,4/14/18 8:20,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001298,4/9/18 16:45,4/14/18 8:15,TUG R HERCULES,4d15h,TUG,LAY-IN,Owner (Misc Vessel) Not Listed.,STEVEDORE NOT REQUIRED,335,98.43,28F,28F,11,11
PEV-18-001355,4/12/18 6:25,4/14/18 3:20,HOHERIFF,1d21h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9996,456.3871,17,17,17,17
PEV-18-001417,4/13/18 8:25,4/14/18 3:10,WEISSHORN,19h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",12029,515.5435,32,32,32,32
PEV-18-001324,4/13/18 11:10,4/14/18 2:40,SEALAND MICHIGAN,16h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",74583,997.949,31,31,31,31
PEV-18-001374,4/13/18 12:55,4/14/18 1:00,TUG GALVESTON,12h,TUG,JET FUEL,USCS ATB LLC,"TransMontaigne Product Services, Inc.",1348,150.926,07,7,07,7
PEV-18-001373,4/13/18 12:55,4/14/18 1:00,BARGE PETROCHEM PRODUCER,12h,BARGE CARRIER,JET FUEL,USCS ATB LLC,"TransMontaigne Product Services, Inc.",10884,521.761,07,7,07,7
PEV-18-001368,4/13/18 9:20,4/13/18 22:50,SCM ELPIDA,14h,GENERAL CARGO,CONTAINER,SCM Lines,"Host Terminals, LLC",6170,353.5278,19,19,19,19
PEV-18-001347,4/12/18 7:45,4/13/18 19:15,GRAND EXPRESS,1d12h,LANDING CRAFT,CONTAINER,Seacor Marine Inc.,SEACOR Island Lines LLC,1671,256.2461,06,6,16,16
PEV-18-001365,4/13/18 5:20,4/13/18 18:20,CHIQUITA TRADER,13h,CONTAINER SHIP,CONTAINER,"Chiquita Fresh North America, LLC","Florida International Terminal, LLC",27059,695.0798,30,30,30,30
PEV-18-001032,4/13/18 6:30,4/13/18 16:40,CELEBRITY REFLECTION,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,Celebrity Cruises,Eller-I.T.O. Stevedoring Company L.L.C.,125366,1046.639,18,18,18,18
PEV-18-001151,4/9/18 15:05,4/13/18 15:00,PEARL MIST,3d24h,PASSENGER SHIP,CRUISE - MULTI-DAY,PEARL SEAS CRUISES,Eller-I.T.O. Stevedoring Company L.L.C.,5109,324.983,04,4,04,4
PEV-18-001312,4/12/18 12:40,4/13/18 10:55,TUG LEGEND,22h,TUG,GASOLINE,Nordsud Shipping,"Marathon Petroleum Company, LLC",2164,147.645,09,9,09,9
PEV-18-001311,4/12/18 12:40,4/13/18 10:55,BARGE 750-2,22h,"TANK BARGE, PUSHED",GASOLINE,Nordsud Shipping,"Marathon Petroleum Company, LLC",25239,600.0293,09,9,09,9
PEV-18-000962,4/12/18 21:45,4/13/18 8:10,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001308,4/11/18 10:45,4/13/18 7:45,SEABULK ARCTIC,1d21h,TANKER,PETROLEUM,Seabulk Tanker Co.,Citgo Petroleum Corporation,30415,600.423,07,7,07,7
PEV-18-001389,4/12/18 7:35,4/13/18 6:40,YACHT VICTORIA DEL MAR,23h,YACHT,LAY-IN,Owner (Misc Vessel) Not Listed.,STEVEDORE NOT REQUIRED,781,164.0172,04,4,04,4
PEV-18-001367,4/11/18 7:40,4/13/18 3:15,AS FEDERICA,1d20h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,33A,33A,33A,33A
PEV-18-001344,4/11/18 20:50,4/13/18 0:45,MAERSK MATSUYAMA,1d4h,TANKER,GASOLINE,BP Shipping (British Petroleum),"Motiva Enterprises, LLC",26911,598.7825,13,13,13,13
PEV-18-001353,4/10/18 14:35,4/12/18 23:50,JAN CARIBE,2d9h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",2770,310.0545,31,31,31,31
PEV-18-001188,4/10/18 7:55,4/12/18 22:10,STAR LOFOTEN,2d14h,GENERAL CARGO,YACHTS LOAD ON-OFF,RAVEN OFFSHORE YACHT SHIPPING,"Host Terminals, LLC",37447,670.5183,05,5,05,5
PEV-18-001302,4/12/18 15:50,4/12/18 20:20,VANQUISH,5h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-001370,4/12/18 11:50,4/12/18 19:30,SPIRIT OF LISBON,8h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",40541,856.4722,30,30,30,30
PEV-18-001354,4/11/18 15:30,4/12/18 19:00,VEGA SAGITTARIUS,1d3h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9750,456.6168,32,32,32,32
PEV-18-001300,4/10/18 14:40,4/12/18 14:40,CARIBE NAVIGATOR,2d,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2996,327.9359,16,16,16,16
PEV-18-001383,4/12/18 6:00,4/12/18 14:10,MSC SILVANA,8h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",94489,1089.292,31,31,31,31
PEV-18-001414,4/12/18 0:30,4/12/18 12:10,K-STORM,12h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33C,33C,33A,33A
PEV-18-000961,4/10/18 21:40,4/12/18 7:55,JAUME I,1d10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001227,4/8/18 18:45,4/12/18 6:10,INDUSTRIAL GUIDE,3d11h,GENERAL CARGO,YACHTS LOAD ON-OFF,Projekt Schiff 2 Gmbh & Co. & Kg.,"Host Terminals, LLC",17634,553.2094,21,21,14,14
PEV-18-001320,4/11/18 3:00,4/12/18 3:40,BRENTON REEF,1d1h,TANKER,PETROLEUM,Seabulk Tankers LTD.,"TransMontaigne Product Services, Inc.",30770,619.7809,09,9,09,9
PEV-18-001343,4/10/18 3:55,4/12/18 3:15,WARNOW WHALE,1d23h,CONTAINER SHIP,CONTAINER,Solymar/Agriex Line,Portus-PEV LLC,15375,545.1381,19,19,27,27
PEV-18-001342,4/9/18 4:30,4/12/18 2:35,HTC DELTA,2d22h,BULK CARRIER,STEEL,Bulk Atlantic,Portus-PEV LLC,32987,623.3572,29,29,29,29
PEV-18-001366,4/11/18 3:40,4/12/18 2:10,DENEB J,23h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8280,458.0276,32,32,32,32
PEV-18-001384,4/11/18 15:30,4/12/18 0:25,ALLEGRO,9h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,31,31,31,31
PEV-18-001339,4/10/18 11:55,4/11/18 19:10,BARGE 550-4,1d7h,TANK BARGE,GASOLINE,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",11457,501.993,13,13,13,13
PEV-18-001338,4/10/18 11:55,4/11/18 19:10,TUG COASTAL RELIANCE,1d7h,TUG,GASOLINE,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",963,126.974,13,13,13,13
PEV-18-001178,4/11/18 10:00,4/11/18 18:45,MAERSK WINNIPEG,9h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",18123,574.5031,30,30,30,30
PEV-18-001348,4/11/18 7:45,4/11/18 18:25,LINDA D,11h,LANDING CRAFT,CONTAINER,Seacor Marine Inc.,SEACOR Island Lines LLC,1092,209.3278,17,17,17,17
PEV-18-001358,4/11/18 8:35,4/11/18 16:55,CAPE MAIL,8h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,858,218.0224,18,18,18,18
PEV-18-001028,4/11/18 7:10,4/11/18 16:16,ZUIDERDAM,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Holland America Line-Westours, Inc.","Florida Stevedoring, Inc.",82305,936.463,21,21,21,21
PEV-18-001039,4/11/18 6:35,4/11/18 16:15,VEENDAM,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,Holland America Line,"Florida Stevedoring, Inc.",57092,719.228,19,19,19,19
